book,word count,prefix,size of prefix,time (ms),number of results
alice_wonderland.txt,29463,al,2,24682,22
alice_wonderland.txt,29463,ali,3,3527,4
alice_wonderland.txt,29463,alic,4,2691,3
alice_wonderland.txt,29463,an,2,16431,23
alice_wonderland.txt,29463,and,3,1880,2
alice_wonderland.txt,29463,ans,3,2399,3
alice_wonderland.txt,29463,be,2,29455,47
alice_wonderland.txt,29463,beg,3,4765,7
alice_wonderland.txt,29463,bec,3,3374,4
alice_wonderland.txt,29463,bee,3,1656,2
alice_wonderland.txt,29463,bo,2,12488,22
alice_wonderland.txt,29463,boo,3,3710,5
alice_wonderland.txt,29463,bod,3,1230,1
alice_wonderland.txt,29463,ca,2,29284,48
alice_wonderland.txt,29463,cat,3,4752,7
alice_wonderland.txt,29463,car,3,10344,13
alice_wonderland.txt,29463,cal,3,4181,6
alice_wonderland.txt,29463,cha,3,9588,14
alice_wonderland.txt,29463,chap,4,1669,1
alice_wonderland.txt,29463,char,4,4249,5
alice_wonderland.txt,29463,che,3,7443,10
alice_wonderland.txt,29463,chi,3,6361,9
alice_wonderland.txt,29463,co,2,63533,95
alice_wonderland.txt,29463,com,3,14528,22
alice_wonderland.txt,29463,cou,3,7728,12
alice_wonderland.txt,29463,con,3,25882,38
alice_wonderland.txt,29463,da,2,12775,20
alice_wonderland.txt,29463,dar,3,2696,4
alice_wonderland.txt,29463,day,3,2309,3
alice_wonderland.txt,29463,do,2,21526,35
alice_wonderland.txt,29463,don,3,4120,6
alice_wonderland.txt,29463,dou,3,4161,6
alice_wonderland.txt,29463,dr,2,16637,26
alice_wonderland.txt,29463,dre,3,5194,8
alice_wonderland.txt,29463,dra,3,4233,6
alice_wonderland.txt,29463,ea,2,8375,15
alice_wonderland.txt,29463,ear,3,3300,5
alice_wonderland.txt,29463,eat,3,2458,4
alice_wonderland.txt,29463,ev,2,5866,9
alice_wonderland.txt,29463,eve,3,4264,7
alice_wonderland.txt,29463,ever,4,3326,5
alice_wonderland.txt,29463,eve,3,3758,7
alice_wonderland.txt,29463,fa,2,23437,36
alice_wonderland.txt,29463,fal,3,2339,3
alice_wonderland.txt,29463,fam,3,2037,2
alice_wonderland.txt,29463,fi,2,24590,40
alice_wonderland.txt,29463,fin,3,6191,9
alice_wonderland.txt,29463,fir,3,4821,6
alice_wonderland.txt,29463,fo,2,22742,37
alice_wonderland.txt,29463,for,3,9375,16
alice_wonderland.txt,29463,forg,4,3292,4
alice_wonderland.txt,29463,fr,2,11374,16
alice_wonderland.txt,29463,fri,3,3674,5
alice_wonderland.txt,29463,fro,3,5432,6
alice_wonderland.txt,29463,ga,2,8081,11
alice_wonderland.txt,29463,gam,3,1718,2
alice_wonderland.txt,29463,gat,3,1235,1
alice_wonderland.txt,29463,go,2,8310,14
alice_wonderland.txt,29463,gon,3,1256,1
alice_wonderland.txt,29463,goo,3,3561,5
alice_wonderland.txt,29463,gr,2,20982,35
alice_wonderland.txt,29463,gro,3,6570,11
alice_wonderland.txt,29463,gre,3,2543,4
alice_wonderland.txt,29463,ha,2,23028,37
alice_wonderland.txt,29463,had,3,1656,2
alice_wonderland.txt,29463,hap,3,3494,5
alice_wonderland.txt,29463,hat,3,3786,7
alice_wonderland.txt,29463,hea,3,6430,12
alice_wonderland.txt,29463,hea,3,6074,12
alice_wonderland.txt,29463,hel,3,3159,5
alice_wonderland.txt,29463,he,2,17574,32
alice_wonderland.txt,29463,her,3,4815,6
alice_wonderland.txt,29463,hes,3,1483,1
alice_wonderland.txt,29463,ho,2,16933,27
alice_wonderland.txt,29463,hou,3,3193,5
alice_wonderland.txt,29463,how,3,3194,4
alice_wonderland.txt,29463,hum,3,2039,2
alice_wonderland.txt,29463,ki,2,6814,12
alice_wonderland.txt,29463,kin,3,2290,4
alice_wonderland.txt,29463,la,2,20207,34
alice_wonderland.txt,29463,lad,3,2979,3
alice_wonderland.txt,29463,lar,3,2638,4
alice_wonderland.txt,29463,lat,3,3359,5
alice_wonderland.txt,29463,li,2,21064,37
alice_wonderland.txt,29463,lit,3,2692,3
alice_wonderland.txt,29463,lit,3,2954,3
alice_wonderland.txt,29463,lo,2,21353,36
alice_wonderland.txt,29463,lon,3,3976,6
alice_wonderland.txt,29463,loo,3,4082,6
alice_wonderland.txt,29463,ma,2,23955,40
alice_wonderland.txt,29463,man,3,4664,8
alice_wonderland.txt,29463,mat,3,2030,2
alice_wonderland.txt,29463,mad,3,2044,3
alice_wonderland.txt,29463,me,2,18646,26
alice_wonderland.txt,29463,men,3,1582,1
alice_wonderland.txt,29463,mem,3,2005,2
alice_wonderland.txt,29463,mi,2,15654,27
alice_wonderland.txt,29463,min,3,4875,8
alice_wonderland.txt,29463,mis,3,5642,7
alice_wonderland.txt,29463,mo,2,23052,34
alice_wonderland.txt,29463,mon,3,1860,2
alice_wonderland.txt,29463,mom,3,1759,2
alice_wonderland.txt,29463,ne,2,17339,24
alice_wonderland.txt,29463,nev,3,3082,3
alice_wonderland.txt,29463,new,3,2929,3
alice_wonderland.txt,29463,nic,3,1563,2
alice_wonderland.txt,29463,no,2,15619,26
alice_wonderland.txt,29463,not,3,5359,8
alice_wonderland.txt,29463,now,3,2786,4
alice_wonderland.txt,29463,of,2,5754,11
alice_wonderland.txt,29463,off,3,5112,9
alice_wonderland.txt,29463,oft,3,1206,1
alice_wonderland.txt,29463,on,2,6078,10
alice_wonderland.txt,29463,onc,3,1226,1
alice_wonderland.txt,29463,one,3,3249,5
alice_wonderland.txt,29463,ou,2,5315,8
alice_wonderland.txt,29463,our,3,2217,3
alice_wonderland.txt,29463,out,3,3343,4
alice_wonderland.txt,29463,ov,2,2684,3
alice_wonderland.txt,29463,ove,3,2299,3
alice_wonderland.txt,29463,over,4,2479,3
alice_wonderland.txt,29463,pa,2,29846,50
alice_wonderland.txt,29463,par,3,8629,14
alice_wonderland.txt,29463,parl,4,818,0
alice_wonderland.txt,29463,pe,2,17947,27
alice_wonderland.txt,29463,per,3,10207,14
alice_wonderland.txt,29463,perh,4,1516,1
alice_wonderland.txt,29463,pla,3,7558,14
alice_wonderland.txt,29463,ple,3,6661,9
alice_wonderland.txt,29463,plu,3,658,0
alice_wonderland.txt,29463,po,2,15690,25
alice_wonderland.txt,29463,pos,3,5421,8
alice_wonderland.txt,29463,pow,3,1386,1
alice_wonderland.txt,29463,pr,2,40721,65
alice_wonderland.txt,29463,pre,3,9901,16
alice_wonderland.txt,29463,pro,3,23604,39
alice_wonderland.txt,29463,pret,4,3126,4
alice_wonderland.txt,29463,pu,2,12186,20
alice_wonderland.txt,29463,pur,3,3278,3
alice_wonderland.txt,29463,qu,2,13203,20
alice_wonderland.txt,29463,que,3,6404,9
alice_wonderland.txt,29463,ques,4,2744,3
alice_wonderland.txt,29463,qui,3,4082,7
alice_wonderland.txt,29463,ra,2,15419,23
alice_wonderland.txt,29463,rab,3,3731,5
alice_wonderland.txt,29463,rat,3,4357,6
alice_wonderland.txt,29463,ran,3,1079,1
alice_wonderland.txt,29463,re,2,54628,85
alice_wonderland.txt,29463,rea,3,9560,14
alice_wonderland.txt,29463,rem,3,9711,15
alice_wonderland.txt,29463,rep,3,8202,10
alice_wonderland.txt,29463,res,3,6705,9
alice_wonderland.txt,29463,ret,3,3859,5
alice_wonderland.txt,29463,ro,2,11630,18
alice_wonderland.txt,29463,roo,3,2637,3
alice_wonderland.txt,29463,rou,3,1908,2
alice_wonderland.txt,29463,sa,2,13071,23
alice_wonderland.txt,29463,sat,3,1352,1
alice_wonderland.txt,29463,say,3,3189,4
alice_wonderland.txt,29463,sai,3,1171,1
alice_wonderland.txt,29463,se,2,27208,45
alice_wonderland.txt,29463,see,3,5240,8
alice_wonderland.txt,29463,ser,3,4160,5
alice_wonderland.txt,29463,sec,3,4090,6
alice_wonderland.txt,29463,sh,2,31912,57
alice_wonderland.txt,29463,she,3,5151,8
alice_wonderland.txt,29463,sho,3,10568,15
alice_wonderland.txt,29463,sha,3,9202,15
alice_wonderland.txt,29463,si,2,20587,33
alice_wonderland.txt,29463,sin,3,3797,5
alice_wonderland.txt,29463,sit,3,2317,3
alice_wonderland.txt,29463,so,2,23852,41
alice_wonderland.txt,29463,som,3,6286,8
alice_wonderland.txt,29463,sou,3,4061,5
alice_wonderland.txt,29463,sp,2,15816,24
alice_wonderland.txt,29463,spe,3,7139,10
alice_wonderland.txt,29463,spi,3,1286,1
alice_wonderland.txt,29463,st,2,31335,53
alice_wonderland.txt,29463,sta,3,10717,18
alice_wonderland.txt,29463,sto,3,6471,11
alice_wonderland.txt,29463,str,3,7219,10
alice_wonderland.txt,29463,su,2,16878,25
alice_wonderland.txt,29463,sur,3,3476,4
alice_wonderland.txt,29463,ta,2,11004,18
alice_wonderland.txt,29463,tak,3,2908,4
alice_wonderland.txt,29463,tal,3,2758,4
alice_wonderland.txt,29463,taw,3,656,0
alice_wonderland.txt,29463,te,2,14948,25
alice_wonderland.txt,29463,tel,3,3848,5
alice_wonderland.txt,29463,ten,3,1123,1
alice_wonderland.txt,29463,ter,3,3537,4
alice_wonderland.txt,29463,th,2,38283,64
alice_wonderland.txt,29463,the,3,13173,23
alice_wonderland.txt,29463,thi,3,8198,12
alice_wonderland.txt,29463,tho,3,5133,7
alice_wonderland.txt,29463,thu,3,3516,4
alice_wonderland.txt,29463,to,2,14792,24
alice_wonderland.txt,29463,tow,3,1487,1
alice_wonderland.txt,29463,tom,3,1385,1
alice_wonderland.txt,29463,tr,2,24913,35
alice_wonderland.txt,29463,tre,3,9091,13
alice_wonderland.txt,29463,tri,3,8575,7
alice_wonderland.txt,29463,tu,2,10388,16
alice_wonderland.txt,29463,tur,3,6123,10
alice_wonderland.txt,29463,un,2,28196,35
alice_wonderland.txt,29463,und,3,5191,7
alice_wonderland.txt,29463,unt,3,1968,2
alice_wonderland.txt,29463,up,2,5124,7
alice_wonderland.txt,29463,upo,3,1056,1
alice_wonderland.txt,29463,ve,2,6867,9
alice_wonderland.txt,29463,ver,3,3615,5
alice_wonderland.txt,29463,wa,2,25214,39
alice_wonderland.txt,29463,wan,3,3592,6
alice_wonderland.txt,29463,was,3,4261,7
alice_wonderland.txt,29463,wat,3,4385,6
alice_wonderland.txt,29463,we,2,9330,16
alice_wonderland.txt,29463,wel,3,1950,2
alice_wonderland.txt,29463,wer,3,1839,2
alice_wonderland.txt,29463,wh,2,18088,29
alice_wonderland.txt,29463,whe,3,4622,7
alice_wonderland.txt,29463,whi,3,7638,11
alice_wonderland.txt,29463,who,3,3525,6
alice_wonderland.txt,29463,why,3,1023,1
alice_wonderland.txt,29463,wil,3,4834,5
alice_wonderland.txt,29463,wo,2,26931,27
alice_wonderland.txt,29463,won,3,4413,7
alice_wonderland.txt,29463,wond,4,4764,5
alice_wonderland.txt,29463,yo,2,8363,13
alice_wonderland.txt,29463,you,3,6894,13
alice_wonderland.txt,29463,your,4,2844,4
alice_wonderland.txt,29463,ze,2,1369,1
alice_wonderland.txt,29463,zy,2,489,0
jekyll_hyde.txt,28641,al,2,23068,25
jekyll_hyde.txt,28641,ali,3,1402,1
jekyll_hyde.txt,28641,alic,4,921,0
jekyll_hyde.txt,28641,an,2,16250,23
jekyll_hyde.txt,28641,and,3,1828,2
jekyll_hyde.txt,28641,ans,3,2469,3
jekyll_hyde.txt,28641,be,2,32207,55
jekyll_hyde.txt,28641,beg,3,4322,8
jekyll_hyde.txt,28641,bec,3,3623,5
jekyll_hyde.txt,28641,bee,3,2462,3
jekyll_hyde.txt,28641,bo,2,15031,29
jekyll_hyde.txt,28641,boo,3,2337,3
jekyll_hyde.txt,28641,bod,3,1064,1
jekyll_hyde.txt,28641,ca,2,35384,57
jekyll_hyde.txt,28641,cat,3,2582,2
jekyll_hyde.txt,28641,car,3,9322,16
jekyll_hyde.txt,28641,cal,3,6367,10
jekyll_hyde.txt,28641,cha,3,13169,22
jekyll_hyde.txt,28641,chap,4,869,0
jekyll_hyde.txt,28641,char,4,6038,9
jekyll_hyde.txt,28641,che,3,7715,12
jekyll_hyde.txt,28641,chi,3,5282,8
jekyll_hyde.txt,28641,co,2,114785,181
jekyll_hyde.txt,28641,com,3,28829,51
jekyll_hyde.txt,28641,cou,3,8942,15
jekyll_hyde.txt,28641,con,3,47397,76
jekyll_hyde.txt,28641,da,2,17453,29
jekyll_hyde.txt,28641,dar,3,3669,6
jekyll_hyde.txt,28641,day,3,3563,5
jekyll_hyde.txt,28641,do,2,22972,39
jekyll_hyde.txt,28641,don,3,3826,6
jekyll_hyde.txt,28641,dou,3,4318,7
jekyll_hyde.txt,28641,dr,2,21593,37
jekyll_hyde.txt,28641,dre,3,5956,11
jekyll_hyde.txt,28641,dra,3,5763,9
jekyll_hyde.txt,28641,ea,2,11203,19
jekyll_hyde.txt,28641,ear,3,4415,8
jekyll_hyde.txt,28641,eat,3,2416,2
jekyll_hyde.txt,28641,ev,2,5481,8
jekyll_hyde.txt,28641,eve,3,3150,5
jekyll_hyde.txt,28641,ever,4,1696,2
jekyll_hyde.txt,28641,eve,3,8331,5
jekyll_hyde.txt,28641,fa,2,36529,48
jekyll_hyde.txt,28641,fal,3,2967,4
jekyll_hyde.txt,28641,fam,3,4292,6
jekyll_hyde.txt,28641,fi,2,17717,32
jekyll_hyde.txt,28641,fin,3,4618,6
jekyll_hyde.txt,28641,fir,3,4677,8
jekyll_hyde.txt,28641,fo,2,31437,57
jekyll_hyde.txt,28641,for,3,16137,30
jekyll_hyde.txt,28641,forg,4,3884,6
jekyll_hyde.txt,28641,fr,2,19245,32
jekyll_hyde.txt,28641,fri,3,4376,6
jekyll_hyde.txt,28641,fro,3,4383,8
jekyll_hyde.txt,28641,ga,2,10094,16
jekyll_hyde.txt,28641,gam,3,694,0
jekyll_hyde.txt,28641,gat,3,1387,1
jekyll_hyde.txt,28641,go,2,8307,15
jekyll_hyde.txt,28641,gon,3,1240,1
jekyll_hyde.txt,28641,goo,3,3559,5
jekyll_hyde.txt,28641,gr,2,20767,35
jekyll_hyde.txt,28641,gro,3,6186,11
jekyll_hyde.txt,28641,gre,3,5655,10
jekyll_hyde.txt,28641,ha,2,32070,56
jekyll_hyde.txt,28641,had,3,1094,1
jekyll_hyde.txt,28641,hap,3,2906,4
jekyll_hyde.txt,28641,hat,3,3478,6
jekyll_hyde.txt,28641,hea,3,9620,14
jekyll_hyde.txt,28641,hea,3,7578,14
jekyll_hyde.txt,28641,hel,3,3253,5
jekyll_hyde.txt,28641,he,2,19364,36
jekyll_hyde.txt,28641,her,3,3894,6
jekyll_hyde.txt,28641,hes,3,2056,3
jekyll_hyde.txt,28641,ho,2,21228,36
jekyll_hyde.txt,28641,hou,3,5506,9
jekyll_hyde.txt,28641,how,3,1698,2
jekyll_hyde.txt,28641,hum,3,4734,6
jekyll_hyde.txt,28641,ki,2,6809,11
jekyll_hyde.txt,28641,kin,3,4247,7
jekyll_hyde.txt,28641,la,2,25092,41
jekyll_hyde.txt,28641,lad,3,1249,1
jekyll_hyde.txt,28641,lar,3,1058,1
jekyll_hyde.txt,28641,lat,3,3364,5
jekyll_hyde.txt,28641,li,2,30181,54
jekyll_hyde.txt,28641,lit,3,3638,5
jekyll_hyde.txt,28641,lit,3,3515,5
jekyll_hyde.txt,28641,lo,2,24605,42
jekyll_hyde.txt,28641,lon,3,3769,6
jekyll_hyde.txt,28641,loo,3,4349,6
jekyll_hyde.txt,28641,ma,2,35306,56
jekyll_hyde.txt,28641,man,3,6666,11
jekyll_hyde.txt,28641,mat,3,3661,6
jekyll_hyde.txt,28641,mad,3,2728,4
jekyll_hyde.txt,28641,me,2,24675,39
jekyll_hyde.txt,28641,men,3,3794,6
jekyll_hyde.txt,28641,mem,3,2259,2
jekyll_hyde.txt,28641,mi,2,25953,37
jekyll_hyde.txt,28641,min,3,3698,6
jekyll_hyde.txt,28641,mis,3,8326,13
jekyll_hyde.txt,28641,mo,2,24873,38
jekyll_hyde.txt,28641,mon,3,3926,6
jekyll_hyde.txt,28641,mom,3,2278,3
jekyll_hyde.txt,28641,ne,2,18006,27
jekyll_hyde.txt,28641,nev,3,1245,1
jekyll_hyde.txt,28641,new,3,3518,5
jekyll_hyde.txt,28641,nic,3,1788,2
jekyll_hyde.txt,28641,no,2,16321,28
jekyll_hyde.txt,28641,not,3,5650,9
jekyll_hyde.txt,28641,now,3,1612,2
jekyll_hyde.txt,28641,of,2,6531,12
jekyll_hyde.txt,28641,off,3,5228,10
jekyll_hyde.txt,28641,oft,3,1074,1
